"perceptual decision making" -- "attention"
"health communication" -- "organizational communication"
"health communication" -- "narrative persuasion"
"health communication" -- "cancer communication"
"health communication" -- "persuasion"
"health communication" -- "development communication"
"land subsidence" -- "insar"
"comparative studies" -- "biolinguistics"
"boundary element method" -- "beams"
"fractal physiology" -- "cerebrovascular physiology"
"fractal physiology" -- "cardiovascular dynamics"
"sumo" -- "ubiquitin"
"resonant x-ray scattering" -- "scanning tunneling microscopy"
"resonant x-ray scattering" -- "ultrafast magnetism"
"tin whiskers" -- "materials science"
"social computing" -- "human-computer interaction"
"atypical development" -- "developmental disabilities"
"procedure" -- "criminal law"
"nanocapsules" -- "polymers"
"potato" -- "plant biology"
"e-textiles" -- "human-computer interaction"
"land surface modeling" -- "hydrology"
"sexual victimization" -- "sexual arousal"
"biología molecular de plantas" -- "bioquímica"
"smart technologies" -- "iot"
"malattie neurodegenerative" -- "neurogenetica"
"soil hydrology" -- "hydrology"
"radiation oncology physics" -- "treatment planning"
"electrochemical catalysis" -- "supercapacitors"
"group decision making" -- "computing with words"
"argumentation mining" -- "natural language processing"
"sociology of medicine" -- "science"
"competitive advantage" -- "entrepreneurship"
"environmental microbial ecology" -- "microbiology"
"sex determination" -- "genetics"
"film studies" -- "hispanic studies"
"film studies" -- "cultural studies"
"film studies" -- "german cinema"
"film studies" -- "affect theory"
"film studies" -- "japanese cinema"
"film studies" -- "surveillance studies"
"kidney cancer" -- "prostate cancer"
"molluscs" -- "marine biology"
"凝聚态物理" -- "condensed matter"
"metalloproteins" -- "structural biology"
"metalloproteins" -- "redox processes"
"electronic government" -- "e-government"
"first amendment" -- "constitutional law"
"consensus" -- "multi-agent systems"
"intervention fidelity" -- "experimental design"
"intervention fidelity" -- "intervention development"
"nanoantennas" -- "plasmonics"
"tumor angiogenesis" -- "drug resistance"
"binary stars" -- "white dwarfs"
"binary stars" -- "massive stars"
"strong field physics" -- "attosecond science"
"propiedad intelectual" -- "derecho"
"thermal hydraulics" -- "heat transfer"
"early years education" -- "child development"
"endoscopic sinus surgery" -- "rhinology"
"cultural anthropology" -- "social"
"semiconductor optoelectronic devices" -- "integrated optics"
"inner speech" -- "cognitive science"
"sat" -- "constraint programming"
"sat" -- "intelligence artificielle"
"sat" -- "smt"
"sat" -- "csp"
"interventional radiology" -- "interventional oncology"
"ice" -- "water"
"integrative physiology" -- "heart rate variability"
"southeast asia" -- "malaysia"
"southeast asia" -- "chinese diaspora"
"southeast asia" -- "thailand"
"southeast asia" -- "cambodia"
"poland" -- "international political economy"
"maize" -- "genetics"
"multicore processors" -- "computer architecture"
"bioequivalence" -- "pharmacokinetics"
"remodeling" -- "airway inflammation"
"remodeling" -- "growth"
"optical frequency combs" -- "nonlinear optics"
"optical frequency combs" -- "optical micro-resonator"
"space plasma" -- "space physics"
"systems development" -- "visual design"
"systems development" -- "information systems"
"achalasia" -- "esophageal cancer"
"reconciliation" -- "transitional justice"
"martial arts" -- "anthropology"
"mendelian disorders" -- "inborn errors of metabolism"
"mendelian disorders" -- "human genetics"
"animal assisted therapy" -- "dating violence"
"data envelopment analysis" -- "operations research"
"dusty plasmas" -- "space physics"
"driving behavior" -- "public transport"
"marine debris" -- "environmental fate"
"human-centered design" -- "human-computer interaction"
"symbiosis" -- "rhizobia"
"symbiosis" -- "nitrogen fixation"
"symbiosis" -- "coastal zone management"
"symbiosis" -- "insect-microbe interactions"
"symbiosis" -- "symbiodinium"
"beer" -- "yeast"
"catalytic chemistry" -- "biorefinery"
"psychiatric rehabilitation" -- "schizophrenia"
"pigments" -- "photosynthesis"
"quantum game theory" -- "quantum information theory"
"gpcr signaling" -- "vascular remodeling"
"hydrogen sulfide" -- "hypoxia"
"gps" -- "engineering surveying"
"invertebrate ecology" -- "applied conservation"
"directed assembly" -- "nanotechnology"
"chronic pain" -- "fibromyalgia"
"chronic pain" -- "sle"
"neuroanthropology" -- "cultural neuroscience"
"palliative" -- "end of life care"
"self-organisation" -- "complex systems"
"financial literacy" -- "financial planning"
"magma dynamics" -- "multiphase flow"
"marginalization" -- "social justice"
"agricultural sustainability" -- "climate change"
"us literature" -- "surveillance studies"
"occupational science" -- "occupational therapy"
"evidence-based policy" -- "climate change"
"evidence-based policy" -- "research utilisation"
"business society" -- "networks"
"attitude estimation" -- "control theory"
"information fusion" -- "target tracking"
"wood structures" -- "damage mechanics"
"curriculum studies" -- "teacher education"
"psychophysiology" -- "emotion"
"entrepreneurial ecosystems" -- "global sourcing"
"entrepreneurial ecosystems" -- "entrepreneurship"
"channel estimation" -- "wireless communications"
"material behavior" -- "materials modelling"
"eletroquímica" -- "corrosão"
"coronavirus" -- "viral pathogenesis"
"sustainable supply chain management" -- "supply chain management"
"educación superior" -- "persistencia"
"3d microfabrication" -- "biochip"
"neurocognition" -- "psychologie sociale"
"biomeccanica" -- "bioingegneria"
"sustainable product development" -- "mechanism design"
"sviluppo locale" -- "turismo"
"molecular communication" -- "wireless communications"
"analytical biochemistry" -- "analytical chemistry"
"computational complexity" -- "algorithms"
"computational complexity" -- "proof complexity"
"computational complexity" -- "communication complexity"
"climate research" -- "ecology"
"orthodontics" -- "bone cell biology"
"orthodontics" -- "dentistry"
"orthodontics" -- "palate"
"orthodontics" -- "cbct"
"geneeskunde" -- "biologie"
"medical image computing" -- "medical image analysis"
"adrenal" -- "thyroid"
"sparql" -- "rdf"
"physical sciences" -- "materials science"
"english" -- "education"
"distributed programming" -- "parallel programming"
"hyperbolic metamaterials" -- "plasmonics"
"foreign language education" -- "dynamic assessment"
"econometric analysis" -- "climate change"
"sociology of risk" -- "uncertainty"
"holography" -- "three-dimensional display"
"holography" -- "optics"
"holography" -- "information optics"
"human microbiome" -- "metagenomics"
"insect behaviour" -- "chemical ecology"
"privacy preserving" -- "networks"
"programação" -- "computação evolutiva"
"vigilance" -- "sleep"
"vigilance" -- "mental workload"
"muscle plasticity" -- "muscle physiology"
"fruit science" -- "postharvest physiology"
"new testament" -- "patristics"
"graphics processing units" -- "parallel programming"
"formulation development" -- "drug delivery"
"ecohealth" -- "one health"
"visual ecology" -- "vision"
"stream reasoning" -- "semantic web"
"distributed parameter systems" -- "control theory"
"construction" -- "building materials"
"construction" -- "building technology"
"construction" -- "integrated project delivery"
"construction" -- "virtual design"
"construction" -- "project management"
"tgf-beta" -- "wnt signaling"
"health education" -- "public health"
"health education" -- "tobacco cessation"
"integrated power electronics" -- "mixed-signal integrated circuits"
"clinical biomechanics" -- "physiotherapy"
"channel modeling" -- "wireless communications"
"channel modeling" -- "radio propagation"
"river networks" -- "geomorphology"
"kimya" -- "analitik kimya"
"kimya" -- "fen eğitimi"
"thermochemical conversion" -- "pyrolysis"
"clifford algebras" -- "symmetry"
"lung development" -- "pulmonary surfactant"
"metamemory" -- "metacognition"
"natural resource governance" -- "co"
"green concrete" -- "durability"
"soliton theory" -- "mathematical physics"
"drives" -- "electric machinery"
"drives" -- "power electronics"
"tectonophysics" -- "seismology"
"combustion chemistry" -- "chemical kinetics"
"university technology transfer" -- "ipr"
"communication technology" -- "information"
"communication technology" -- "infrastructure development"
"communication technology" -- "critical political economy"
"communication technology" -- "data protection law"
"reactive transport modeling" -- "hydrogeology"
"amyotrophic lateral sclerosis" -- "neurodegeneration"
"linux kernel" -- "operating systems"
"zeitgeschichte" -- "politikwissenschaft"
"meniscus" -- "cartilage"
"supercritical water" -- "fiber"
"derivatives markets" -- "asset pricing"
"fields" -- "waves"
"multimedia" -- "computer vision"
"patient outcomes" -- "performance measurement"
"ground improvement" -- "geotechnical engineering"
"southeast asian politics" -- "comparative politics"
"pediatric allergy" -- "immunology"
"facilities management" -- "property management"
"facilities management" -- "maintenance management"
"global economic governance" -- "international political economy"
"pesquerías" -- "matemática aplicada"
"magnetic thin films" -- "spintronics"
"fonética" -- "prosódia"
"cognition" -- "mental models"
"cognition" -- "music perception"
"cognition" -- "emotion"
"cognition" -- "animal learning"
"cognition" -- "precision"
"lithium sulfur batteries" -- "lithium ion batteries"
"didaktika" -- "pedagogika"
"toxoplasma" -- "leishmania"
"self" -- "identity"
"body" -- "gender"
"respiratory health" -- "environment"
"neutron" -- "x-ray scattering"
"component-based systems" -- "numerical methods in engineering"
"component-based systems" -- "distributed systems"
"behavioral decision theory" -- "consumer behavior"
"novel ecosystems" -- "trophic cascades"
"employee voice" -- "human resource management"
"enactivism" -- "cognitive science"
"ict" -- "education"
"salmonids" -- "telemetry"
"rna methylation" -- "epigenetics"
"new product" -- "process development"
"new product" -- "business development"
"sociology of markets" -- "economic sociology"
"21st century skills" -- "science education"
"dense linear algebra" -- "parallel computing"
"burden of disease" -- "global health"
"oral epidemiology" -- "cbct"
"география" -- "философия"
"география" -- "геоинформатика"
"chirurgie" -- "oncologie"
"baseball" -- "golf"
"aterosclerosi" -- "stress ossidativo"
"heritage science" -- "archaeological science"
"survey research" -- "consumer behavior"
"survey research" -- "agribusiness marketing"
"sofc" -- "soec"
"sofc" -- "defect chemistry"
"mpas" -- "management"
"brecha digital" -- "gestión de proyectos"
"brecha digital" -- "tic"
"ingegneria civile" -- "ingegneria sismica"
"ingegneria civile" -- "meccanica"
"early childhood" -- "parenting"
"early childhood" -- "social-emotional development"
"near-field" -- "optics"
"sjogren s syndrome" -- "systemic lupus erythematosus"
"personnel selection" -- "personality"
"urban forestry" -- "urban ecology"
"urban forestry" -- "arboriculture"
"spatial perception" -- "auditing"
"value of time" -- "discrete choice models"
"genomic prediction" -- "statistical genetics"
"plasma spectroscopy" -- "stark broadening"
"high strain rate testing" -- "impact"
"enhanced oil recovery (eor)" -- "reservoir engineering"
"loyalty" -- "branding"
"vhdl" -- "fpga"
"filología hispánica" -- "lengua española"
"farmacognosia" -- "controle de qualidade"
"farmacognosia" -- "plantas medicinais"
"authority" -- "adaptive hypermedia"
"authority" -- "access control"
"harassment" -- "discrimination"
"policy change" -- "public policy"
"media regulation" -- "media policy"
"formal language theory" -- "natural language processing"
"cancer cell biology" -- "signal transduction"
"teoría de la educación" -- "pedagogía social"
"teoría de la educación" -- "filosofía de la educación"
"ciencias sociales" -- "educación"
"human values" -- "moral psychology"
"assembly systems" -- "production systems"
"personal relationships" -- "couples"
"psicologia della salute" -- "psicopatologia"
"transaction costs" -- "property rights"
"nanocrystalline materials" -- "microscopy"
"repositories" -- "open access"
"educational informatics" -- "medical education"
"community health workers" -- "child health"
"medieval philosophy" -- "philosophy of religion"
"electronics reliability" -- "health management"
"intrinsically disordered proteins" -- "protein folding"
"myelin biology" -- "neurodegenerative diseases"
"integrable systems" -- "mathematical physics"
"toxoplasma gondii" -- "ecology of infectious diseases"
